path,line,heading
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,33,## 4.9.3 — High‑Level Behavior
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,52,## 4.9.4 — Data Model Requirements
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,53,### Show Object (required fields)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,71,### Season Object
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,80,### Episode Object
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,91,### StreamingLink Object
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,99,## 4.9.5 — Rendering Rules
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,100,### Collapsed Show Card
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,119,### Expanded Show View
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,120,#### 1. Hero Header (sticky)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,132,#### 2. Overview
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,137,#### 3. Streaming Links (show‑level)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,143,#### 4. Seasons Panel
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,154,#### 5. Episodes Panel
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,165,## 4.9.6 — Interaction Rules
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,177,## 4.9.7 — Asset Requirements
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,178,### Required asset paths
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,185,### Fallbacks
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,190,### Forbidden
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,195,## 4.9.8 — File Structure Requirements
docs/spec/Section 5 - Popups.md,3,5.0.1 Purpose of This Section
docs/spec/Section 5 - Popups.md,20,5.0.2 Global Popup Architecture
docs/spec/Section 5 - Popups.md,22,5.0.2.1 Popup Structure
docs/spec/Section 5 - Popups.md,33,5.0.2.2 Popup Stack Rules
docs/spec/Section 5 - Popups.md,40,5.0.2.3 Popup Routing Rules
docs/spec/Section 5 - Popups.md,47,5.0.3 Global Data Requirements
docs/spec/Section 5 - Popups.md,63,5.0.4 Global Interaction Requirements
docs/spec/Section 5 - Popups.md,64,5.0.4.1 DPAD Navigation
docs/spec/Section 5 - Popups.md,69,5.0.4.2 Mouse/Touch Interaction
docs/spec/Section 5 - Popups.md,73,5.0.4.3 Keyboard Interaction
docs/spec/Section 5 - Popups.md,77,5.0.5 Global Visual Requirements
docs/spec/Section 5 - Popups.md,84,5.0.6 Global Error Handling
docs/spec/Section 5 - Popups.md,90,5.0.7 Future‑Phase Extensions
docs/spec/Section 5 - Popups.md,98,5.0.8 End of Section 5.0 — Popups (Master Section)
docs/spec/Section 5.1 - Show Popup (P1).md,3,5.1.1 Purpose of This Popup
docs/spec/Section 5.1 - Show Popup (P1).md,15,5.1.2 Structural Layout Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,17,5.1.2.1 Header
docs/spec/Section 5.1 - Show Popup (P1).md,22,5.1.2.2 Poster Section
docs/spec/Section 5.1 - Show Popup (P1).md,25,5.1.2.3 Metadata Section
docs/spec/Section 5.1 - Show Popup (P1).md,37,5.1.2.4 Streaming Links
docs/spec/Section 5.1 - Show Popup (P1).md,41,5.1.2.5 Seasons List
docs/spec/Section 5.1 - Show Popup (P1).md,49,5.1.2.6 Related Shows (Future‑Phase)
docs/spec/Section 5.1 - Show Popup (P1).md,53,5.1.3 Data Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,62,5.1.4 Interaction Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,67,5.1.5 Routing Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,70,5.1.6 Visual Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,75,5.1.7 Error Handling
docs/spec/Section 5.1 - Show Popup (P1).md,79,5.1.8 Future‑Phase Requirements
docs/spec/Section 5.1 - Show Popup (P1).md,84,5.1.9 Invariants
docs/spec/Section 5.1 - Show Popup (P1).md,88,5.1.10 End of Section 5.1 — Show Popup (P1)
docs/spec/Section 5.2 - Season Popup (P2).md,3,5.2.1 Purpose of This Popup
docs/spec/Section 5.2 - Season Popup (P2).md,13,5.2.2 Structural Layout Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,15,5.2.2.1 Header
docs/spec/Section 5.2 - Season Popup (P2).md,19,5.2.2.2 Poster Section
docs/spec/Section 5.2 - Season Popup (P2).md,22,5.2.2.3 Metadata Section
docs/spec/Section 5.2 - Season Popup (P2).md,27,5.2.2.4 Episode List
docs/spec/Section 5.2 - Season Popup (P2).md,40,5.2.3 Data Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,48,5.2.4 Interaction Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,53,5.2.5 Routing Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,56,5.2.6 Visual Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,61,5.2.7 Error Handling
docs/spec/Section 5.2 - Season Popup (P2).md,65,5.2.8 Future‑Phase Requirements
docs/spec/Section 5.2 - Season Popup (P2).md,70,5.2.9 Invariants
docs/spec/Section 5.2 - Season Popup (P2).md,74,5.2.10 End of Section 5.2 — Season Popup (P2)
docs/spec/Section 5.3 - Episode Popup (P3).md,3,5.3.1 Purpose of This Popup
docs/spec/Section 5.3 - Episode Popup (P3).md,14,5.3.2 Structural Layout Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,16,5.3.2.1 Header
docs/spec/Section 5.3 - Episode Popup (P3).md,20,5.3.2.2 Still Image Section
docs/spec/Section 5.3 - Episode Popup (P3).md,24,5.3.2.3 Metadata Section
docs/spec/Section 5.3 - Episode Popup (P3).md,35,5.3.2.4 Streaming Links
docs/spec/Section 5.3 - Episode Popup (P3).md,39,5.3.2.5 Navigation Links
docs/spec/Section 5.3 - Episode Popup (P3).md,43,5.3.2.6 Related Episodes (Future‑Phase)
docs/spec/Section 5.3 - Episode Popup (P3).md,47,5.3.3 Data Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,64,5.3.4 Interaction Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,69,5.3.5 Routing Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,74,5.3.6 Visual Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,79,5.3.7 Error Handling
docs/spec/Section 5.3 - Episode Popup (P3).md,83,5.3.8 Future‑Phase Requirements
docs/spec/Section 5.3 - Episode Popup (P3).md,89,5.3.9 Invariants
docs/spec/Section 5.4 - Movie Popup (P4).md,3,5.4.1 Purpose of This Popup
docs/spec/Section 5.4 - Movie Popup (P4).md,14,5.4.2 Structural Layout Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,16,5.4.2.1 Header
docs/spec/Section 5.4 - Movie Popup (P4).md,20,5.4.2.2 Poster Section
docs/spec/Section 5.4 - Movie Popup (P4).md,23,5.4.2.3 Metadata Section
docs/spec/Section 5.4 - Movie Popup (P4).md,35,5.4.2.4 Streaming Links
docs/spec/Section 5.4 - Movie Popup (P4).md,39,5.4.2.5 Collection Metadata
docs/spec/Section 5.4 - Movie Popup (P4).md,45,5.4.2.6 Related Movies (Future‑Phase)
docs/spec/Section 5.4 - Movie Popup (P4).md,49,5.4.3 Data Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,68,5.4.4 Interaction Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,73,5.4.5 Routing Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,77,5.4.6 Visual Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,82,5.4.7 Error Handling
docs/spec/Section 5.4 - Movie Popup (P4).md,86,5.4.8 Future‑Phase Requirements
docs/spec/Section 5.4 - Movie Popup (P4).md,92,5.4.9 Invariants
docs/spec/Section 5.4 - Movie Popup (P4).md,97,5.4.10 End of Section 5.4 — Movie Popup (P4)
docs/spec/Section 5.5 - Collection Popup (future phase).md,3,5.5.1 Purpose of This Popup
docs/spec/Section 5.5 - Collection Popup (future phase).md,14,5.5.2 Structural Layout Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,16,5.5.2.1 Header
docs/spec/Section 5.5 - Collection Popup (future phase).md,19,5.5.2.2 Poster Section
docs/spec/Section 5.5 - Collection Popup (future phase).md,22,5.5.2.3 Metadata Section
docs/spec/Section 5.5 - Collection Popup (future phase).md,28,5.5.2.4 Movie List
docs/spec/Section 5.5 - Collection Popup (future phase).md,38,5.5.2.5 Related Collections (Future‑Phase)
docs/spec/Section 5.5 - Collection Popup (future phase).md,41,5.5.3 Data Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,57,5.5.4 Interaction Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,62,5.5.5 Routing Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,66,5.5.6 Visual Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,71,5.5.7 Error Handling
docs/spec/Section 5.5 - Collection Popup (future phase).md,75,5.5.8 Future‑Phase Requirements
docs/spec/Section 5.5 - Collection Popup (future phase).md,81,5.5.9 Invariants
docs/spec/Section 5.5 - Collection Popup (future phase).md,85,5.5.10 End of Section 5.5 — Collection Popup
docs/spec/Section 6 - UX.md,1,# **SECTION 6 — UX & ACCESSIBILITY**
docs/spec/Section 6 - UX.md,6,# **6.1 Purpose of This Section**
docs/spec/Section 6 - UX.md,25,# **6.2 Global UX Principles**
docs/spec/Section 6 - UX.md,27,### **6.2.1 Predictability**
docs/spec/Section 6 - UX.md,33,### **6.2.2 Neurodivergent‑Friendly Design**
docs/spec/Section 6 - UX.md,41,### **6.2.3 Accessibility First**
docs/spec/Section 6 - UX.md,49,### **6.2.4 Zero Ambiguity**
docs/spec/Section 6 - UX.md,55,# **6.3 Navigation Model**
docs/spec/Section 6 - UX.md,61,### **6.3.1 DPAD Navigation Rules**
docs/spec/Section 6 - UX.md,68,### **6.3.2 Keyboard Navigation Rules**
docs/spec/Section 6 - UX.md,73,### **6.3.3 Mouse Navigation Rules**
docs/spec/Section 6 - UX.md,78,### **6.3.4 Touch Navigation Rules**
docs/spec/Section 6 - UX.md,84,# **6.4 Focus Behavior**
docs/spec/Section 6 - UX.md,85,### **6.4.1 Focus Visibility**
docs/spec/Section 6 - UX.md,91,### **6.4.2 Focus Trapping**
docs/spec/Section 6 - UX.md,96,### **6.4.3 Focus Memory**
docs/spec/Section 6 - UX.md,100,# **6.5 Layout & Spacing**
docs/spec/Section 6 - UX.md,101,### **6.5.1 Spacing Rules**
docs/spec/Section 6 - UX.md,107,### **6.5.2 No Layout Shifts**
docs/spec/Section 6 - UX.md,113,### **6.5.3 Responsive Behavior**
docs/spec/Section 6 - UX.md,124,# **6.6 Color & Contrast**
docs/spec/Section 6 - UX.md,125,### **6.6.1 High Contrast**
docs/spec/Section 6 - UX.md,127,### **6.6.2 Theme Support**
docs/spec/Section 6 - UX.md,133,### **6.6.3 No Flashing**
docs/spec/Section 6 - UX.md,136,# **6.7 Typography**
docs/spec/Section 6 - UX.md,137,### **6.7.1 Font Scaling**
docs/spec/Section 6 - UX.md,144,### **6.7.2 Dyslexia‑Friendly Font**
docs/spec/Section 6 - UX.md,146,### **6.7.3 Line Spacing**
docs/spec/Section 6 - UX.md,149,# **6.8 Motion & Animation**
docs/spec/Section 6 - UX.md,150,### **6.8.1 Reduced Motion Mode**
docs/spec/Section 7 - Assets.md,1,# ⭐ **Section 7 — Assets.md**
docs/spec/Section 7 - Assets.md,23,# Section 7 — Assets
docs/spec/Section 7 - Assets.md,25,## 7.1 — Purpose
docs/spec/Section 7 - Assets.md,34,## 7.2 — Canonical Asset Hierarchy
docs/spec/Section 7 - Assets.md,72,## 7.3 — Naming Rules
docs/spec/Section 7 - Assets.md,74,### 7.3.1 — Show Slugs
docs/spec/Section 7 - Assets.md,87,### 7.3.2 — Network Logos
docs/spec/Section 7 - Assets.md,96,### 7.3.3 — Streaming Service Icons
docs/spec/Section 7 - Assets.md,105,### 7.3.4 — File Format
docs/spec/Section 7 - Assets.md,114,## 7.4 — Required Asset Sets
docs/spec/Section 7 - Assets.md,116,### 7.4.1 — Posters (Shows)
docs/spec/Section 7 - Assets.md,132,### 7.4.2 — Backdrops (Shows)
docs/spec/Section 7 - Assets.md,147,### 7.4.3 — Network Logos
docs/spec/Section 7 - Assets.md,158,### 7.4.4 — Streaming Service Icons
docs/spec/Section 7 - Assets.md,170,## 7.5 — Forbidden Assets
docs/spec/Section 7 - Assets.md,172,### 7.5.1 — External URLs
docs/spec/Section 7 - Assets.md,179,### 7.5.2 — Deprecated Folders
docs/spec/Section 7 - Assets.md,186,### 7.5.3 — Inline Base64 Assets
docs/spec/Section 7 - Assets.md,197,## 7.6 — Asset Validation Rules
docs/spec/Section 7 - Assets.md,212,## 7.7 — watchlist.html (Section 4.9) Asset Requirements
docs/spec/Section 7 - Assets.md,231,# End of Section 7 — Assets
docs/spec/Section 8 - Scripts.md,1,# **SECTION 8 — SCRIPTS (HIGH‑LEVEL SPECIFICATION)**
docs/spec/Section 8 - Scripts.md,8,# **8.0 — Scripts (Master Section Header)**
docs/spec/Section 8 - Scripts.md,25,# **8.0.1 — Phase 4.x Update Notes (New)**
docs/spec/Section 8 - Scripts.md,28,### **A. watchlist.html (Section 4.9)**
docs/spec/Section 8 - Scripts.md,35,### **B. Asset Requirements (Section 7)**
docs/spec/Section 8 - Scripts.md,41,### **C. Data.json Integrity**
docs/spec/Section 8 - Scripts.md,50,# **8.1 — audit_versions.py**
docs/spec/Section 8 - Scripts.md,91,# **8.2 — download_service_logos.py**
docs/spec/Section 8 - Scripts.md,130,# **8.3 — fetch_omdb.py**
docs/spec/Section 8 - Scripts.md,169,# **8.4 — fetch_tmdb.py**
docs/spec/Section 8 - Scripts.md,212,# **8.5 — fetch_trakt.py**
docs/spec/Section 8 - Scripts.md,259,# **8.6 — fetch_tvmaze.py**
docs/spec/Section 8 - Scripts.md,307,# **8.7 — sync_trakt.py**
docs/spec/Section 8 - Scripts.md,350,# **8.8 — Script Guarantees (New)**
docs/spec/Section 8 - Scripts.md,363,# **8.9 — Standalone Page Exception (New)**
docs/spec/Section 8 - Scripts.md,376,# **END OF SECTION 8 — SCRIPTS**
docs/spec/Section 9 - Workflow.md,1,# **SECTION 9 — WORKFLOW (GITHUB ACTIONS)**
docs/spec/Section 9 - Workflow.md,8,# **9.1 Purpose of This Section**
docs/spec/Section 9 - Workflow.md,22,# **9.2 Workflow Categories**
docs/spec/Section 9 - Workflow.md,31,## **Live Workflow Files**
docs/spec/Section 9 - Workflow.md,41,# **9.3 Metadata Refresh Workflows**
docs/spec/Section 9 - Workflow.md,44,### **Responsibilities:**
docs/spec/Section 9 - Workflow.md,50,### **Inputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,54,### **Outputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,60,# **9.4 Asset Synchronization Workflows**
docs/spec/Section 9 - Workflow.md,63,### **Responsibilities:**
docs/spec/Section 9 - Workflow.md,69,### **Inputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,73,### **Outputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,79,# **9.5 Version Audit Workflows**
docs/spec/Section 9 - Workflow.md,82,### **Responsibilities:**
docs/spec/Section 9 - Workflow.md,88,### **Inputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,92,### **Outputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,98,# **9.6 Integrity Validation Workflows**
docs/spec/Section 9 - Workflow.md,101,### **Responsibilities:**
docs/spec/Section 9 - Workflow.md,107,### **Inputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,111,### **Outputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,116,# **9.7 Scheduled Maintenance Workflows**
docs/spec/Section 9 - Workflow.md,119,### **Responsibilities:**
docs/spec/Section 9 - Workflow.md,125,### **Inputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,128,### **Outputs (Conceptual):**
docs/spec/Section 9 - Workflow.md,133,# **9.8 Workflow Invariants**
docs/spec/Section 9 - Workflow.md,144,# **9.9 End of Section 9 — Workflow (GitHub Actions)**
docs/spec/archive/Section 5.6 - Person Popup (future phase).md,1,## Section 5.6 — Person Popup (Removed)
docs/spec/archive/Section 5.6 - Person Popup (future phase).md,3,### Status
docs/spec/archive/Section 5.6 - Person Popup (future phase).md,7,### Reason for Removal
docs/spec/archive/Section 5.6 - Person Popup (future phase).md,13,### Implementation Requirements
docs/spec/archive/Section 5.6 - Person Popup (future phase).md,19,### Versioning Note
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,55,4.1 Calendar View
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,56,4.2 Shows View
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,57,4.3 Movies View
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,58,4.4 Live TV View
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,59,4.5 Config View
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,60,4.6 Explore View (future phase)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,61,4.7 Profiles View (future phase)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,62,4.8 Watchlist / Watched Filters (future phase)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,77,5.1 Show Popup (P1)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,78,5.2 Season Popup (P2)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,79,5.3 Episode Popup (P3)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,80,5.4 Movie Popup (P4)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,81,5.5 Collection Popup (future phase)
docs/spec/archive/working_notes/FULL outline of the authoritative specV0.01.md,82,5.6 Person Popup (future phase)
docs/spec/archive/working_notes/NOTES for the FULL authoritative spec+plan.md,235,4.5.6 List File Editors
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,5,# CHATGPT PROMPT (BEGIN)
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,103,### CORRECT:
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,113,### INCORRECT:
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,189,# CHATGPT PROMPT (END)
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,192,# ⭐ **SECTION 99 — WIP / MANUAL OVERRIDES (FULL FILE)**
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,210,# Section 99 — Manual Overrides and Transitional Updates
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,212,## 99.1 — Data Source Migration (TXT → JSON)
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,214,### Purpose
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,217,### Summary of Change
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,228,## 99.2 — JSON Schema (Authoritative)
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,252,### Schema Rules
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,263,## 99.3 — Parser Rules (parse_txt_to_json.py)
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,265,### Responsibilities
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,280,### Error Handling
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,289,## 99.4 — Workflow Pipeline Update
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,291,### New Required Order
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,298,### Workflow Requirements
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,305,## 99.5 — TMDB Normalization Rules
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,307,### Required Behavior
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,316,## 99.6 — Traceability and Auditing
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,318,### Requirements
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,327,## 99.7 — Interdependency Notes
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,329,### Required Chain
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,335,### Constraints
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,342,## 99.8 — Rationale
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,344,### Why TXT → JSON Migration
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,354,### Benefits
docs/spec/archive/working_notes/SPEC Overide-Notes.txt,363,## 99.9 — Status
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,1,"# **SECTION 99 — WIP, Change, enhancement and SEC chanes and consideratin and upates needed**"
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,6,# **1.1 Purpose of This Section**
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,7,###
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,8,###
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,9,###
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,10,###SPEC CHANGE: TXT inputs to JSON###
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,11,###
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,12,### Concept/Idea
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,15,### Potential/Possible Approach and Design
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,18,### Design Changes Implications
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,21,### Prompt for ChatGPT
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,24,### New JSON Creation
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,27,### SPEC Update/Override Details (for Section 99)
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,30,### Identified Scripts/Changes
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,34,### Deep Considerations
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,37,### Clarifying Questions/Gaps/Assumptions
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,42,### Changes Needed to SPEC Documentation
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,70,# ⭐ **SECTION 99 — WIP / MANUAL OVERRIDES (FULL FILE)**
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,88,# Section 99 — Manual Overrides and Transitional Updates
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,90,## 99.1 — Data Source Migration (TXT → JSON)
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,92,### Purpose
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,95,### Summary of Change
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,106,## 99.2 — JSON Schema (Authoritative)
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,130,### Schema Rules
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,141,## 99.3 — Parser Rules (parse_txt_to_json.py)
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,143,### Responsibilities
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,158,### Error Handling
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,167,## 99.4 — Workflow Pipeline Update
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,169,### New Required Order
docs/spec/archive/working_notes/Section 99 - WIP change enhancement and security notes.txt,176,### Workflow Requirements
docs/testing/availability_status_qa_and_validation.md,1,# Availability Status QA and Validation
docs/testing/availability_status_qa_and_validation.md,3,## Required validation categories
docs/testing/availability_status_qa_and_validation.md,15,## Test cases
docs/testing/availability_status_qa_and_validation.md,27,## Live repo QA commands
docs/testing/availability_status_qa_and_validation.md,34,## Live repo QA artifact paths
docs/testing/availability_status_qa_and_validation.md,39,## Required QA artifacts Codex must produce
docs/testing/availability_status_qa_and_validation.md,48,## Phase 2 additions
docs/testing/availability_status_qa_and_validation.md,61,## Metadata hardening additions
docs/ui/availability_status_ui_integration.md,1,# Availability Status UI Integration
docs/ui/availability_status_ui_integration.md,3,## Outcome
docs/ui/availability_status_ui_integration.md,6,## Target surfaces
docs/ui/availability_status_ui_integration.md,16,## Rendering rule
docs/ui/availability_status_ui_integration.md,25,## Shared mapping
docs/ui/availability_status_ui_integration.md,33,## UI implementation rule
docs/ui/availability_status_ui_integration.md,36,## Live surfaces now wired
docs/ui/availability_status_ui_integration.md,47,## Placement rule
docs/ui_standardization/baseline_contract_v2.md,1,# Baseline Contract V2
docs/ui_standardization/baseline_contract_v2.md,5,## Approved Component Set
docs/ui_standardization/baseline_contract_v2.md,17,## Locked Decisions
docs/ui_standardization/baseline_contract_v2.md,31,## Required Controls Per Entity
docs/ui_standardization/baseline_contract_v2.md,40,## Popcorn-Only Watch Entry Model
docs/ui_standardization/baseline_contract_v2.md,51,## Deferred Boundaries
docs/ui_standardization/baseline_contract_v3.md,1,# Baseline Contract v3
docs/ui_standardization/baseline_contract_v3.md,3,## Locked Baseline
docs/ui_standardization/baseline_contract_v3.md,11,## Shared Block Names
docs/ui_standardization/baseline_contract_v3.md,23,## Action Bar Contract
docs/ui_standardization/baseline_contract_v3.md,40,## Card Structures
docs/ui_standardization/baseline_contract_v3.md,42,### Show Card
docs/ui_standardization/baseline_contract_v3.md,52,### Movie Card
docs/ui_standardization/baseline_contract_v3.md,62,### Episode Card / Row
docs/ui_standardization/baseline_contract_v3.md,73,## Show Detail Contract
docs/ui_standardization/mockup_notes.md,8,# Mockup Notes
docs/ui_standardization/mockup_notes.md,10,## Variant Influence By Mockup
docs/ui_standardization/mockup_notes.md,12,### `mockup_show_popup.html`
docs/ui_standardization/mockup_notes.md,19,### `mockup_movie_popup.html`
docs/ui_standardization/mockup_notes.md,24,### `mockup_show_card.html`
docs/ui_standardization/mockup_notes.md,29,### `mockup_movie_card.html`
docs/ui_standardization/mockup_notes.md,35,### `mockup_episode_card.html`
docs/ui_standardization/mockup_notes.md,42,## Intentionally Kept
docs/ui_standardization/mockup_notes.md,49,## Intentionally Excluded
docs/ui_standardization/mockup_notes.md,55,## What Remains Page-Specific
docs/ui_standardization/mockup_notes.md,61,## Assumptions
docs/ui_standardization/preserved_contract_manifest.md,1,# Preserved Contract Manifest
docs/ui_standardization/proposed_standard_components.md,9,# Proposed Standard Components
docs/ui_standardization/proposed_standard_components.md,11,## `standard_show_popup`
docs/ui_standardization/proposed_standard_components.md,69,## `standard_movie_popup`
docs/ui_standardization/proposed_standard_components.md,112,## `standard_show_card`
docs/ui_standardization/proposed_standard_components.md,150,## `standard_movie_card`
docs/ui_standardization/proposed_standard_components.md,187,## `standard_episode_card`
docs/ui_standardization/proposed_standard_components.md,230,## Supporting Abstractions
docs/ui_standardization/proposed_standard_components.md,232,### `standard_metadata_row`
docs/ui_standardization/proposed_standard_components.md,235,### `standard_action_bar`
docs/ui_standardization/proposed_standard_components.md,238,### `standard_poster_block`
docs/workflows/availability_status_workflow_design.md,1,# Availability Status Workflow Design
docs/workflows/availability_status_workflow_design.md,3,## Execution model
docs/workflows/availability_status_workflow_design.md,13,## Recommended workflow strategy
docs/workflows/availability_status_workflow_design.md,20,## Required workflow outputs
docs/workflows/availability_status_workflow_design.md,28,## Live repo workflow files
docs/workflows/availability_status_workflow_design.md,33,## Current source hierarchy note
docs/workflows/availability_status_workflow_design.md,38,## Phase 2 workflow note
docs/workflows/availability_status_workflow_design.md,47,## Metadata hardening workflow note
